image,label,dataset,is_real
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0668.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0669.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0670.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0671.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0672.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0673.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0674.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0675.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0676.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0677.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0678.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0679.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0680.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0681.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0682.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0683.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0684.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0685.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0686.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0687.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0688.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0689.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0690.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0691.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0692.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0693.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0694.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0695.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0696.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0697.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0698.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0699.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0700.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0701.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0702.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0703.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0704.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0705.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0706.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0707.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0708.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0709.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0710.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0711.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0712.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0713.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0714.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0715.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0716.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0717.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0718.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0719.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0720.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0721.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0722.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0723.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0724.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0725.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0726.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0727.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0728.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0729.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0730.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0731.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0732.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0733.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0734.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0735.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0736.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0737.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0738.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0739.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0740.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0741.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0742.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0743.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0744.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0745.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0746.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0747.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0748.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0749.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0750.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0751.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0752.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0753.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0754.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0755.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0756.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0757.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0758.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0759.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0760.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0761.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0762.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0763.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0764.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0765.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0766.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0767.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0768.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0769.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0770.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0771.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0772.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0773.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0774.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0775.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0776.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0777.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0778.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0779.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0780.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0781.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0782.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0783.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0784.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0785.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0786.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0787.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0788.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0789.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0790.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0791.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0792.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0793.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0794.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0795.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0796.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0797.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0798.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0799.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0800.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0801.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0802.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0803.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0804.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0805.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0806.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0807.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0808.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0809.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0810.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0811.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0812.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0813.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0814.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0815.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0816.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0817.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0818.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0819.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0820.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0821.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0822.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0823.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0824.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0825.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0826.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0827.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0828.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0829.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0830.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0831.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0832.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0833.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0834.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0835.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0836.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0837.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0838.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0839.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0840.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0841.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0842.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0843.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0844.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0845.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0846.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0847.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0848.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0849.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0850.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0851.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0852.tiff,Myeloblast,matek,1
/ictstr01/home/aih/jan.boada/project/codes/datasets/data/matek/real_train_fewshot/seed0/Myeloblast/MYO_0853.tiff,Myeloblast,matek,1
